Filename,Human Name
Clearview Horizon Inc 2012-2013 NATSAP Profile.pdf,"School 
Accreditation"
Clearview Horizon Inc 2012-2013 NATSAP Profile.pdf,"Spokane
Sandpoint"
Clearview Horizon Inc 2012-2013 NATSAP Profile.pdf,Step Programs
Clearview Horizon Inc 2012-2013 NATSAP Profile.pdf,Supporting Programs
Clearview Horizon Inc 2012-2013 NATSAP Profile.pdf,The Clearview
Clearview Horizon Inc 2012-2013 NATSAP Profile.pdf,Therapeutic Boarding
Clearview Horizon Inc 2012-2013 NATSAP Profile.pdf,"Yes
Accreditation"
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Admissions Contact
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Adolescent Resident
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Clearview Horizon
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Clearview Horizons
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,"College
Enrollment"
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Executive Contact
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Full Member
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Girls Only
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Healing Families
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Individual Psychotherapy
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Mary Thielbahr
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,"Member 
Since"
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Mickey Manning
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Montana Department
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Our Christian
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Outdoor Programs
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Private Alternative
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Professional Af
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Supporting Programs
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,Therapeutic Boarding
Clearview Horizon Inc 2016-2017 NATSAP Profile.pdf,"Yes
Accreditation"
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Admissions Contact
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Adolescent Resident
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Bear Foot
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Clearview Horizon
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Clearview Horizons
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,"College
Enrollment"
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Executive Contact
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Full Member
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Girls Only
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Healing Families
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Individual Psychotherapy
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,"Lane
 
 Heron"
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,"Member 
Since"
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Mickey Manning
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Montana Department
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Our Christian
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Outdoor Programs
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Private Alternative
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Supporting Programs
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,Therapeutic Boarding
Clearview Horizons Inc 2015-2016 NATSAP Profile.pdf,"Yes
Accreditation"
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Admissions Contact
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Alcohol Recovery
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Appropriate Candidates
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Associate Member
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,"Coeducational
Ages"
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Collegiate Coaching
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Denver Int
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Executive Contact
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Healing Families
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Individual Psychotherapy
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,"Member 
Since"
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Our Program
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Pearl St
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Regulatory Agency
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Supporting Programs
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Technology Dependence
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Tracy L. Markle
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,"Yes
Accreditation"
Collegiate Coaching Services 2015-2016 NATSAP Profile.pdf,Young Adult
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Admissions Contact
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Appropriate Candidates
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Associate Member
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Barbara Rogers
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,"Coeducational
Ages"
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Collegiate Coaching
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,"Colorado
Professional"
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Denver Int
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Executive Contact
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Healing Families
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Individual Psychotherapy
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Living Program
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,"Member 
Since"
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Our Program
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Pearl St
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Regulatory Agency
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Supporting Programs
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Tracy L. Markle
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,Transitional Independent
Collegiate Coaching Services 2016-2017 NATSAP Profile.pdf,"Yes
Accreditation"
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,"Accreditation
Professional"
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Admissions Contact
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,"Alliance
Wabash"
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Appropriate Candidates
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Associate Member
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Child Services
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,"Christian
Child"
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Christian Leadership
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Cognitive Behavior
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Compass Rose
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Denae Green
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Dialectical Behavior
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Executive Contact
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Family Agencies
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Fort Wayne
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Girls Only
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Growth Model
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Healing Families
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,High School
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Independent Small
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Indiana Department
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Individual Psychotherapy
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Intensive Parent
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,John Townsend
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,"Member 
Since"
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Metropolitan School
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Mike Haarer
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Mission Statement
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,National Association
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Programs Alliance
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Residential Treatment
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,School District
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Supporting Programs
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,The Metropolitan
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,Wabash County
Compass Rose Academy 2015-2016 NATSAP Profile.pdf,"Yes
Accreditation"
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Admissions Contact
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Advanced Placement
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Appropriate Candidates
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Bipolar Disorder
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Child Services
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Compass Rose
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Executive Contact
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Fort Wayne
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Full Member
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Girls Only
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Healing Families
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,High School
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Hoosier Heartland
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Indiana Department
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Individual Psychotherapy
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Intensive Parent
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,John Townsend
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Kristi Rowles
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,"Member 
Since"
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,"Metropolitan 
School"
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Metropolitan School
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Mike Haarer
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Mission Statement
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Model Philosophy
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Our Growth
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Professional Af
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Reactive Attachment
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Residential Treatment
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Special Education
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Supporting Programs
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,Wabash County
Compass Rose Academy 2016-2017 NATSAP Profile.pdf,"Yes
Accreditation"
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Admission Contact
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,American Residential
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Charlotte Douglas
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,"Coeducational 
Ages"
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Conceptual Models
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Executive Contact
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Full Member
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Gap Semester
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Healing Community
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Healing Families
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Healing Farm
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Human Services
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Individual Psychotherapy
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,International Society
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,"Lane 
	
Mill"
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Marlena Warren
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Member Since
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Mill Spring
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,North Carolina
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Our Residents
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Psychological Treatments
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Residential Treatment
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Seven Domains
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Supporting Programs
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,The Community
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Therapeutic Communities
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Treatment Association
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Virgil Stucker
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,Who Are
CooperRiis Healing Community 2011-2012 NATSAP Profile.pdf,"Yes
Accreditation"
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Admission Contact
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,American Residential
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Charlotte Douglas
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,"Coeducational 
Ages"
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Conceptual Models
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Executive Contact
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Full Member
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Gap Semester
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Healing Community
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Healing Families
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Healing Farm
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Human Services
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Individual Psychotherapy
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,International Society
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,"Lane 
	
Mill"
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Marlena Warren
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Member Since
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Mill Spring
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,North Carolina
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Our Residents
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Psychological Treatments
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Residential Treatment
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Seven Domains
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Supporting Programs
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,The Community
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Therapeutic Communities
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Treatment Association
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Virgil Stucker
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,Who Are
CooperRiis Healing Community 2012-2013 NATSAP Profile.pdf,"Yes
Accreditation"
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Admissions Contact
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,American Residential
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Asheville Campus
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Asheville Regional
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,"Coeducational
Ages"
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Community Program
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Core Goals
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Dream Statement
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Executive Contact
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Full Member
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Healing Community
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Healing Families
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Healing Farm
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Human Services
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Individual Psychotherapy
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,International Society
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,"Lane
 
 Mill"
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Marlena Warren
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,"Member 
Since"
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Mill Spring
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,North Carolina
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Our Community
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Overall Recovery
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Psychological Treatments
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Residential Treatment
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Service Program
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Spartanburg Int
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Supporting Programs
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,The Dream
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Therapeutic Communities
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Transition Association
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Treatment Association
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Virgil Stucker
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,"Yes
Accreditation"
CooperRiis Healing Community 2015-2016 NATSAP Profile.pdf,Young Adult
Copper Canyon Academy 2009 NATSAP Profile.pdf,Academy High
Copper Canyon Academy 2009 NATSAP Profile.pdf,Admission Contact
Copper Canyon Academy 2009 NATSAP Profile.pdf,Alcohol Use
Copper Canyon Academy 2009 NATSAP Profile.pdf,Arizona Department
Copper Canyon Academy 2009 NATSAP Profile.pdf,Association Commission
Copper Canyon Academy 2009 NATSAP Profile.pdf,At Copper
Copper Canyon Academy 2009 NATSAP Profile.pdf,Behavioral Health
Copper Canyon Academy 2009 NATSAP Profile.pdf,Canyon Academy
Copper Canyon Academy 2009 NATSAP Profile.pdf,Copper Canyon
Copper Canyon Academy 2009 NATSAP Profile.pdf,Does Not
Copper Canyon Academy 2009 NATSAP Profile.pdf,Executive Contact
Copper Canyon Academy 2009 NATSAP Profile.pdf,Family Discord
Copper Canyon Academy 2009 NATSAP Profile.pdf,Feeling Abandoned
Copper Canyon Academy 2009 NATSAP Profile.pdf,Full Member
Copper Canyon Academy 2009 NATSAP Profile.pdf,Girls Only
Copper Canyon Academy 2009 NATSAP Profile.pdf,Health Services
Copper Canyon Academy 2009 NATSAP Profile.pdf,"High 
Risk"
Copper Canyon Academy 2009 NATSAP Profile.pdf,High School
Copper Canyon Academy 2009 NATSAP Profile.pdf,Individual Psychotherapy
Copper Canyon Academy 2009 NATSAP Profile.pdf,Lake Montezuma
Copper Canyon Academy 2009 NATSAP Profile.pdf,Low Self
Copper Canyon Academy 2009 NATSAP Profile.pdf,Member Since
Copper Canyon Academy 2009 NATSAP Profile.pdf,Middle School
Copper Canyon Academy 2009 NATSAP Profile.pdf,North Central
Copper Canyon Academy 2009 NATSAP Profile.pdf,Paul Ravenscraft
Copper Canyon Academy 2009 NATSAP Profile.pdf,Paul Taylor
Copper Canyon Academy 2009 NATSAP Profile.pdf,"Phoenix
Website"
Copper Canyon Academy 2009 NATSAP Profile.pdf,"Poor 
Communication"
Copper Canyon Academy 2009 NATSAP Profile.pdf,Poor Body
Copper Canyon Academy 2009 NATSAP Profile.pdf,Poor Choice
Copper Canyon Academy 2009 NATSAP Profile.pdf,Poor Impulse
Copper Canyon Academy 2009 NATSAP Profile.pdf,Respect Rules
Copper Canyon Academy 2009 NATSAP Profile.pdf,Running Away
Copper Canyon Academy 2009 NATSAP Profile.pdf,School Improvement
Copper Canyon Academy 2009 NATSAP Profile.pdf,Self Image
Copper Canyon Academy 2009 NATSAP Profile.pdf,Shannon Rhoda
Copper Canyon Academy 2009 NATSAP Profile.pdf,Therapeutic Boarding
Copper Canyon Academy 2009 NATSAP Profile.pdf,"Yes
Accreditation"
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Academy High
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Admission Contact
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Alcohol Use
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Arizona Department
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Association Commission
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,At Copper
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Behavioral Health
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Canyon Academy
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Copper Canyon
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Does Not
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Executive Contact
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Family Discord
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Feeling Abandoned
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Full Member
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Girls Only
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Healing Families
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Health Services
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,High Risk
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,High School
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Individual Psychotherapy
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Low Self
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Member Since
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Middle School
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,North Central
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Paul Ravenscraft
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Paul Taylor
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,"Phoenix
Lake"
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Poor Body
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Poor Choice
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Poor Communication
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Poor Impulse
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Respect Rules
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,"Running 
Away"
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,School Improvement
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Self Image
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Stephanie Coleman
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Supporting Programs
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,Therapeutic Boarding
Copper Canyon Academy 2012-2013 NATSAP Profile.pdf,"Yes
Accreditation"
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Accredited Schools
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Admission Contact
Copper Hills Youth Center 2009 NATSAP Profile.pdf,"Aspergers 
Syndrome"
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Aspergers Syndrome
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Autism Spectrum
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Barry Woodward
Copper Hills Youth Center 2009 NATSAP Profile.pdf,"Coeducational	
 
Ages"
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Copper Hills
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Executive Contact
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Full Member
Copper Hills Youth Center 2009 NATSAP Profile.pdf,"Human 
Services"
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Individual Psychotherapy
Copper Hills Youth Center 2009 NATSAP Profile.pdf,"International
	
	
	
	
	
	
	
     	
                                       Website"
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Joint Commission
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Kari Jacobson
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Member Since
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Northwest Association
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Residential Treatment
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Rivendell Dr
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Salt Lake
Copper Hills Youth Center 2009 NATSAP Profile.pdf,"West
Jordan"
Copper Hills Youth Center 2009 NATSAP Profile.pdf,West Jordan
Copper Hills Youth Center 2009 NATSAP Profile.pdf,"Yes
Accreditation"
Copper Hills Youth Center 2009 NATSAP Profile.pdf,Youth Center
Coral Reef Academy 2009 NATSAP Profile.pdf,Admission Contact
Coral Reef Academy 2009 NATSAP Profile.pdf,Boys Only
Coral Reef Academy 2009 NATSAP Profile.pdf,Breda Tipi
Coral Reef Academy 2009 NATSAP Profile.pdf,College Level
Coral Reef Academy 2009 NATSAP Profile.pdf,"Coral 
Reef"
Coral Reef Academy 2009 NATSAP Profile.pdf,Coral Reef
Coral Reef Academy 2009 NATSAP Profile.pdf,Executive Contact
Coral Reef Academy 2009 NATSAP Profile.pdf,"Faleolo
Website"
Coral Reef Academy 2009 NATSAP Profile.pdf,Full Member
Coral Reef Academy 2009 NATSAP Profile.pdf,"Indian
Apia"
Coral Reef Academy 2009 NATSAP Profile.pdf,"Indian
Southern"
Coral Reef Academy 2009 NATSAP Profile.pdf,Individual Psychotherapy
Coral Reef Academy 2009 NATSAP Profile.pdf,"Lameko
Gender"
Coral Reef Academy 2009 NATSAP Profile.pdf,Member Since
Coral Reef Academy 2009 NATSAP Profile.pdf,"Pacific
Atlantic"
Coral Reef Academy 2009 NATSAP Profile.pdf,Residential Treatment
Coral Reef Academy 2009 NATSAP Profile.pdf,Rodney Rice
Coral Reef Academy 2009 NATSAP Profile.pdf,Sally Grevel
Coral Reef Academy 2009 NATSAP Profile.pdf,"Samoa    
Fax"
Coral Reef Academy 2009 NATSAP Profile.pdf,The Academy
Coral Reef Academy 2009 NATSAP Profile.pdf,The Samoan
