administrator,announced_status,capacity,census,complaint_control_number,complaint_status,date_signed,evaluator_name,facility_id,facility_name,facility_number,facility_type_code,facility_type_name,fetch_url,form_number,investigation_findings,met_with,narrative,report_date,report_index,report_type,status,supervisor_name,time_began,time_completed,visit_date,visit_type,deficiency_1_deficiency_type,deficiency_1_description,deficiency_1_plan_of_correction,deficiency_1_poc_due_date,deficiency_1_section_cited,deficiency_2_deficiency_type,deficiency_2_description,deficiency_2_plan_of_correction,deficiency_2_poc_due_date,deficiency_2_section_cited,deficiency_3_deficiency_type,deficiency_3_description,deficiency_3_plan_of_correction,deficiency_3_poc_due_date,deficiency_3_section_cited,deficiency_4_deficiency_type,deficiency_4_description,deficiency_4_plan_of_correction,deficiency_4_poc_due_date,deficiency_4_section_cited,deficiency_5_deficiency_type,deficiency_5_description,deficiency_5_plan_of_correction,deficiency_5_poc_due_date,deficiency_5_section_cited,deficiency_6_deficiency_type,deficiency_6_description,deficiency_6_plan_of_correction,deficiency_6_poc_due_date,deficiency_6_section_cited,deficiency_7_deficiency_type,deficiency_7_description,deficiency_7_plan_of_correction,deficiency_7_poc_due_date,deficiency_7_section_cited,deficiency_8_deficiency_type,deficiency_8_description,deficiency_8_plan_of_correction,deficiency_8_poc_due_date,deficiency_8_section_cited
PATRICK DAVIS/MATTIE MARSH,UNANNOUNCED,6,3,14-CR-20230602153958,SUBSTANTIATED,10/24/2023 15:49,Karmen Balhotra,75650097,PALO VERDE HOUSE,75650097,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650097&inx=22,LIC9099,"At 02:00PM on 10/23/2023, Licensing Program Analyst (LPA) Karmen Balhotra made an unannounced complaint inspection to the facility listed above for this amendment. The reason for the inspection is to deliver findings for the allegation listed above. LPA met with Brice Marsh, Supervisor who helped facilitate the inspection. Over the course of the investigation, LPA conducted confidential interviews and a file review. Evidence obtained revealed that for the allegation of, Minor inappropriately touched another minor while in care, is found to be substantiated. During confidential interviews, three of four staff members interviewed stated that a former client did inappropriately touch another client in care. Confidential interviews revealed that staff were unaware of sexualized behaviors that the client may have had and that the incident took place after clients were leaving the facility together on unauthorized absences. The facility separated clients upon learning of the incident. Therefore, per evidence obtained, the preponderance of evidence has been met. Based on todayâ€™s inspection the facility is being cited under section 80072(a)(1) Personal Rights. An exit interview was conducted and a copy of this report was left with Supervisor.",Brice Marsh,,10/11/2023,22,COMPLAINT_INVESTIGATION,,Carolyn Flynn,12:30 PM,1:15 PM,10/11/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATRICK DAVIS/MATTIE MARSH,UNANNOUNCED,6,4,14-CR-20231113083114,SUBSTANTIATED,1/25/2024 9:58,Karmen Balhotra,75650097,PALO VERDE HOUSE,75650097,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650097&inx=28,LIC9099,"At 04:30pm on 01/24/2024, Licensing Program Analyst (LPA) Karmen Balhotra made an unannounced complaint inspection to the facility listed above. The reason for the inspection is to deliver findings for the allegations listed above. LPA met with Nick Moriana, Head of Service who helped facilitate the inspection. Over the course of the investigation, LPA conducted confidential interviews and a file review. Evidence obtained revealed that for the allegation of, Licensee did not keep facility free of rodents and staff permitted minor to sleep on a couch are found to be substantiated. During interviews, 3 of 3 staff stated that the allegations did occur. In response the facility has a pest control company that comes to the facility and are still having trouble with rodents in the facility, which also results in client sleeping on couch still. Therefore, per evidence obtained, the preponderance of evidence has been met. Based on todayâ€™s inspection the facility is being cited under sections 80087(a)(3) and 87087(b)(4). An exit interview was conducted, and a copy of this report was left.",Nick Moriana,,1/24/2024,28,COMPLAINT_INVESTIGATION,,Carolyn Flynn,4:30 PM,5:00 PM,1/24/2024,,B,"80087(a) Buildings and Grounds: The facility shall be clean, safe, sanitary and in good repair at all times for the safety and well-being of clients, employees and visitors.

This requirement was not met, as evidenced by;",Licensee will have the pest control company come out and set additional traps by the due date. Licensee will provide in writing of the pest control invoice addressing the rodent problem. Licensee will send confirmation to the department and at Carolyn.Flynn@dss.ca.gov by the due date.,2/23/2024,80087(a),B,"87087(b)(4) Buildings and Grounds: No room commonly used for other purposes shall be used as a bedroom.

This requirement was not met, as evidenced by;",Licensee will conduct session with client to ask what needs they may need to result in client sleeping in their bedroom and not the living room. Licensee will include in detail of this session with client to the department and at Carolyn.Flynn@dss.ca.gov by the due date.,2/23/2024,87087(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATRICK DAVIS/MATTIE MARSH,UNANNOUNCED,6,6,14-CR-20240312085430,SUBSTANTIATED,3/20/2024 14:44,Jasmine Cardeno,75650097,PALO VERDE HOUSE,75650097,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650097&inx=31,LIC9099,"On 03/20/2024 at 12:30 PM, Licensing Program Analysts (LPA) Jasmine Cardeno and LPA Shikya Belfield made an unannounced visit to initiate a complaint investigation at Palo Verde House to deliver the findings on the listed allegation. LPA Cardeno and LPA Belfield met with Tony Beane, Facility Manager. During the course of the investigation, LPA Cardeno and LPA Belfield toured the facility, conducted confidential interviews, and had documentation including photo evidence of the refrigerator being locked up and not being accessible for the clients in care. Based on confidential interviews and supportive documentation that include but not limited to photographs the preponderance of evidence standard has been met, the allegation, â€œStaff did not ensure food was accessible to minor in careâ€ is substantiated. Food service regulation 87076(c)(1), is being cited on the attached LIC9099-D. An exit interview was conducted and a copy of this report was given to Tony Beane, Facility Manager, whose signature on this form confirms receipt of these documents. Appeal rights were given to the facility.","Tony Beane, Facility Manager",,3/20/2024,31,COMPLAINT_INVESTIGATION,,Carolyn Flynn,12:30 PM,2:45 PM,3/20/2024,,B,"Supplies of staple nonperishable foods for a minimum of one week and fresh perishable foods for a minimum of two days shall be maintained on the premises. This requirement was not met as evidence by,",Licensee agrees to immediately cease using a lock on the refrigerator and will submit a plan to the department regarding how they will maintain safe  and accessible food supply for all clients in care. Plan to be submitted to the department by the plan of correction due date of 4/21/2024.,4/21/2024,87076(c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATRICK DAVIS/MATTIE MARSH,UNANNOUNCED,6,,14-CR-20240409160004,SUBSTANTIATED,5/3/2024 12:47,Shikya Belfield,75650097,PALO VERDE HOUSE,75650097,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650097&inx=38,LIC9099,"On 5/3/2024 at 10:15 AM, Licensing Program Analyst (LPA) Shikya Belfield conducted an unannounced inspection to the above facility. The purpose of this visit was to inform the facility representative of the findings for the allegations above. LPA met with facility manager Deby Elkins who assisted with the inspection. Based on Confidential interviews conducted, observations of LPAâ€™s during inspections on at least two occasions, and obtained documentation to include but not limit Grocery receipts, menus, and photographs. It was confirmed that clientsâ€™ meals were not always prepared by staff and facility food supply was not sufficient to meet the needs of the clients in care, therefore the allegation â€œStaff do not ensure minors are fed meals,â€ is found to be SUBSTANTIATED. Facility is cited for violation of Interim licensing standards, section 87076(c)(1) Food Service as described on the following page LIC9099D. An exit interview was conducted a copy of this report along with appeal rights was left with facility manager Deby Elkins.",Deby Elkins,,5/3/2024,38,COMPLAINT_INVESTIGATION,,Isabel Diego,10:15 AM,12:51 PM,5/3/2024,,B,"87076(c)(1) Supplies of staple nonperishable foods for a minimum of one week and fresh perishable foods for a minimum of two days shall be maintained on the premises.  This requirement is not met, as evidenced byâ€¦",Licensee has assigned a new person to complete grocery shopping and meal planning. Grocery shopping will be completed at minimum once a week for essentials and every two weeks a large shopping trip will be completed in order to maintain compliance. Licensee agrees to submit copies of weekly grocery receipts for one month from 5/3/2024 to 6/3/2024.,5/6/2024,87076(c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATRICK DAVIS/MATTIE MARSH,UNANNOUNCED,6,3,14-CR-20240416142502,SUBSTANTIATED,5/3/2024 12:52,Shikya Belfield,75650097,PALO VERDE HOUSE,75650097,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650097&inx=40,LIC9099,"On 5/3/2024 at 10:15 AM, Licensing Program Analyst (LPA) Shikya Belfield conducted an unannounced inspection to the above facility. The purpose of this visit was to inform the facility representative of the findings for the allegations above. LPA met with facility manager Deby Elkins who assisted with the inspection. Based on confidential interviews conducted, clients did not received allowance for at least two weeks. It was also confirmed that staff threatened clients in care regarding their placement and disclosing information regarding clientâ€™s. Based on confidential interviews conducted, it was confirmed that staff were inappropriate with clients when discussing undergarments. Based on confidential interviews and observed video surveillance, it was confirmed that staff smoke at the facility. The preponderance of evidence has been met; therefore, these allegations are Substantiated. Facility is cited for violation of Interim Licensing Standards, Sections, 87072(c)(16) Personal Rights, 87072(c)(36) Personal Rights, and 87087(c) Buildings and Grounds as described on the following page LIC9099D. An exit interview was conducted a copy of this report along with appeal rights was left with Facility manager Deby Elkins.",Deby Elkins,,5/3/2024,40,COMPLAINT_INVESTIGATION,,Isabel Diego,10:15 AM,1:07 PM,5/3/2024,,B,"87087(c) The licensee shall prohibit smoking in the facility and on the grounds of the facility. This requirement was not met as evidenced by,",LIcensee agrees to conduct a training on buildings and grounds requirement for the STRTP outlined in the regulations. Training will meet all of the requirements outlined in the regulations and submitted to the department by the plan of correction due date of 6/3/2024.,6/3/2024,87087(c),B,"87072(c)(16) To be free of physical, sexual, emotional, or other abuse, and from corporal or unusual punishment, exploitation, infliction of pain, humiliation, intimidation, ridicule, coercion, threat, â€¦â€¦.. This requirement was not met as evidenced by,","Licensee agrees to conduct a meeting with clients and staff regarding Personal Rights. Staff and clients will interact regarding each Personal Right and give feedback. Proof of training on all personal rights topics and proof of attendance by staff and clients, to be submitted to the department by the plan of correction due date 6/3/2024.",6/3/2024,87072(C),B,"87072(c)(36) To receive an age-appropriate allowance. This requirement was not met as evidenced by,",Licensee has assigned a new person to distribute allowance. Proof of allowance given will be submitted to the department for one month from 5/3/2024 to 6/3/2024. Proof will be in the form of weekly copies of allowance sheets signed by clients sent to the department starting 5/6/2024.,5/10/2024,8787072(c),,,,,,,,,,,,,,,,,,,,,,,,,
PATRICK DAVIS/MATTIE MARSH,UNANNOUNCED,6,3,14-CR-20240416160725,SUBSTANTIATED,5/3/2024 12:45,Shikya Belfield,75650097,PALO VERDE HOUSE,75650097,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650097&inx=41,LIC9099,"On 5/3/2024 at 10:15 AM, Licensing Program Analyst (LPA) Shikya Belfield conducted an unannounced inspection to the above facility. The purpose of this visit was to inform the facility representative of the findings for the allegations above. LPA met with facility manager Deby Elkins who assisted with the inspection. Based on confidential interviews conducted, it was confirmed that staff threatened clients in care with losing their placement. The preponderance of evidence has been met; therefore, this allegation is Substantiated. Facility is cited for violation of Interim Licensing Standards, Section 87072(c)(16) Personal Rights as described on the following page LIC9099D. An exit interview was conducted and a copy of this report along with appeal rights was left with facility manager Deby Elkins.",Deby Elkins,,5/3/2024,41,COMPLAINT_INVESTIGATION,,Isabel Diego,10:15 AM,12:52 PM,5/3/2024,,B,"87072(c)(16) To be free of physical, sexual, emotional, or other abuse, and from corporal or unusual punishment, exploitation, infliction of pain, humiliation, intimidation, ridicule, coercion, threat, â€¦â€¦.. This requirement was not met as evidenced by,","Licensee agrees to conduct a meeting with clients and staff regarding Personal Rights. Staff and clients will interact regarding each Personal Right and give feedback. Proof of training on all personal rights topics and proof of attendance by staff and clients, to be submitted to the department by the plan of correction due date 6/3/2024.",7/3/2024,87072(c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATRICK DAVIS/MATTIE MARSH,UNANNOUNCED,6,,14-CR-20240510153331,SUBSTANTIATED,7/12/2024 11:19,Celeste Aparicio,75650097,PALO VERDE HOUSE,75650097,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650097&inx=45,LIC9099,"On 07/12/24 Licensing Program Analyst (LPA) Celeste Aparicio made an unannounced inspection to the facility for the purpose of delivering findings from a complaint investigation. LPA met with facility Administrator and informed on the purpose of this visit. Based on the report received by the licensing agency, it was reported that the facility failed to report incidents to the Department. LPA reviewed pertinent documentation and conducted confidential interviews. LPA found that seventy-four calls for service had been made to Law Enforcement from January 1, 2024 to May 5, 2024 while only fifty five of those calls were reported to the Department. Based on LPAâ€™s observations, interviews, and record reviews, the preponderance of evidence standard has been met, therefore the above allegation is found to be SUBSTANTIATED. Continued on LIC9099 - C...",Nick Moriana,,7/12/2024,45,COMPLAINT_INVESTIGATION,,Isabel Diego,10:15 AM,11:20 AM,7/12/2024,,B,"87061 Reporting Requirements 
(j) The licensee shall submit reports to the Department, using form LIC 624-LE or a report containing all the information required in LIC 624-LE, regarding any incident that involves law enforcement contact with a child in the facility.
This requirement is not met as evidenced by:",Licensee agrees to conduct training on reporting requirements with all working staff and submit proof of training topics/materials and sign in logs once the training has been completed. Proof of documentation will be sent to LPA email by 8/9/24.,8/9/2024,87061(j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATRICK DAVIS/MATTIE MARSH,UNANNOUNCED,6,3,14-CR-20240423143637,SUBSTANTIATED,5/3/2024 14:13,Shikya Belfield,75650097,PALO VERDE HOUSE,75650097,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650097&inx=48,LIC9099,"On 5/3/2024 at 10:15 AM, Licensing Program Analyst (LPA) Shikya Belfield conducted an unannounced inspection to the above facility. The purpose of this visit was to inform the facility representative of the findings for the allegations above. LPA met with facility manager Deby Elkins who assisted with the inspection. Based on confidential interviews conducted, it was confirmed that staff ( S1 see LIC811 dated 5/3/2024) came to work under the influence during the overnight shift. It was also confirmed that the actions of the staff and the verbiage used by staff make clients in care feel uncomfortable. Therefore, these allegations are Substantiated. Facility cited for violations of Interim Licensing Standards, section 87001(c)(10) â€œConduct inimical as described on the following page LIC9099D. A civil penalty is being assessed. An exit interview was conducted and a copy of this report along with appeal rights was left with facility manager Deby Elkins.",Deby Elkins,,5/3/2024,48,COMPLAINT_INVESTIGATION,,Isabel Diego,10:15 AM,2:11 PM,5/3/2024,,A,"87001(c)(10)	â€œConduct inimicalâ€ means conduct that poses a risk or threat to the health and safety, protection, or well-being of a child, nonminor dependent, another individual or the people of the state of California.",Staff ( S1 see LIC811 dated 5/3/2024) will no longer be present in the facility. Effective immediatly.,5/6/2024,87001(c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JONES, BIANA",ANNOUNCED,6,4,14-CR-20200122121118,SUBSTANTIATED,10/20/2020 14:06,Madeleine Fremont,75600345,PARADISE HOME,75600345,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075600345&inx=1,LIC9099,"At 10:06AM, Licensing Program Analyst (LPA) Madi Fremont met with the home above over Microsoft Teams for the purpose of conducting a Complaint Findings Delivery Inspection. LPA Fremont met with Former Administrator Maritza Jefferson, who helped facilitate this inspection. Also in attendance was LPA AmyLe Tran. Currently in care are 4 ambulatory clients. On 01/22/2020, the San Jose Children's Residential Program Regional Office received a Priority 1 complaint for the home above with one allegation: Neglect/Lack of Care And supervision: Client was sexually assaulted by another client while in care. This allegation is in regards to reports that C1 had been repeatedly touching C2 inappropriately in the home while staff were not present. This complaint was referred to Community Care Licensing's (CCL's) Investigations Branch (IB) and was assigned to Investigator Rhonda Austin on 01/24/2020. (See LIC811 - Confidential Names dated (10/20/2020). (CONTINUED ON LIC9099-C)",Former Administrator Maritza Jefferson,,10/20/2020,1,COMPLAINT_INVESTIGATION,,Helga Wong,10:06 AM,10:19 AM,10/20/2020,Complaint Investigation,A,"80078 Responsibility for Providing Care and Supervision (a): The licensee shall provide care and supervision as necessary to meet the client's needs. 

This requirement was not met as evidenced by:","The licensee agrees to submit a plan to incorporate and train staff on 15-minute client checks into the home's supervision protocol, to include the location of each client and initials of the staff performing the client check every 15 minutes. This plan will be submitted no later than 11:59PM on 10/21/2020.",10/21/2020,80078(a),A,"87072 Personal Rights (d) [...] in addition, the licensee shall ensure that each child is accorded the following personal rights (11) To be free from physical, sexual, or emotional, or other abuse [...]. 

This requirement was not met as evidence by:","The licensee agrees to submit a plan to retrain staff on client Personal Rights, which will include the name of the instructor and topics being discussed. This plan will be turned in no later than 11:59PM on 10/21/2020.",10/21/2020,87072(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JONES, BIANA",UNANNOUNCED,6,,14-CR-20210204163857,SUBSTANTIATED,4/20/2021 14:26,Mariah Hawkins,75600345,PARADISE HOME,75600345,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075600345&inx=4,LIC9099,"On Tuesday 4/20/21 at 1:30PM, Licensing Program Analyst (LPA) Mariah Hawkins conducted a visit to deliver complaint investigation findings. Due to COVID-19 social distancing orders, this visit was conducted as a televisit. LPA met with Executive Director Maritza Jefferson and informed of the purpose of this visit. During investigation, LPA conducted confidential interviews with director and involved resident and reviewed the incident report for the incident in question, medication documentation, and training documentation. Based on interviews and record review, on 5/28/20, staff S1 (See LIC 811 Confidential Names, dated 4/20/21) was preparing medication for administration to two youth by placing their medications in cups. Staff called youth to come and take their medication. While S1 was waiting for the youth, S1 continued preparing the medication. Youth R1 walked up and took the cup of medication on the table that S1 had already prepared but which was for another youth. S1 did not see this and handed R1 their cup of medication, which R1 took. [CONTINUED ON NEXT PAGE]",Executive Director Maritza Jefferson,,4/20/2021,4,COMPLAINT_INVESTIGATION,,Zaid Hakim,1:30 PM,2:00 PM,4/20/2021,,A,"80075 Health Related Services
(b) Clients shall be assisted as needed with self-administration of prescription and nonprescription medications.
This requirement is not met as evidenced by:",The facility held a staff training on 6/3/20 that addressed medication administration and watching youth during administration. Involved staff S1 attended and completed post-training assessment.,4/20/2021,80075(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JONES, BIANA",UNANNOUNCED,6,5,14-CR-20220825123742,SUBSTANTIATED,9/21/2022 16:41,Alyssa Ng,75600345,PARADISE HOME,75600345,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075600345&inx=9,LIC9099,"On 9/21/22 at 12:30, Licensing Program Analyst (LPA) Alyssa Ng conducted a complaint inspection at Paradise Home and spoke with Sabrina Shelton, Care Coordinator. The purpose of the inspection was to deliver the findings for the above complaint allegation. During investigation, interviews were conducted, and incident reports were reviewed, and it was determined that a minor attacked another minor while in care. Based on LPAâ€™s interview with staff, clients, and record review(s), the preponderance of evidence standard has been met, therefore the above allegations, Minor attacked minor while in care is found to be SUBSTANTIATED. Facility is being cited for violation of California Code of Regulations (CCR), Title 22, Division 6 & Chapter 1: 80078(a) Responsibility for Providing Care and Supervision. Please refer to attached 9099D. At this time, one deficiency was given. An exit interview was conducted, appeal rights provided and discussed, and a copy of this report was given to Sabrina Shelton, Care Coordinator.",Sabrina Shelton,,9/21/2022,9,COMPLAINT_INVESTIGATION,,Helga Wong,12:30 PM,1:00 PM,9/21/2022,,B,"80078 Responsibility for Providing Care and Supervision: (a) The licensee shall provide care and supervision as necessary to meet the client's needs.

This requirement is not met as evidenced by:",Administrator/Licensee will hold a training regarding supervision and de-esculation techniques. Licensee has agreed to send training material and sign in sheet to LPA by POC Due Date.,10/1/2022,80078(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JONES, BIANA",UNANNOUNCED,6,5,14-CR-20241004084335,SUBSTANTIATED,11/22/2024 14:31,Jonathan Medina,75600345,PARADISE HOME,75600345,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075600345&inx=22,LIC9099,"On 11/22/24 1:30pm, Licensing Program Analyst (LPA) Jonathan Medina made a visit to the facility to deliver complaint investigation findings for the investigation of the above allegation. LPA met with Shift Supervisor and informed of the purpose of the visit. Based on record review and confidential interviews obtained, LPA found that the facility did not ensure residents were adequately supervised to prevent inappropriate interactions. The preponderance of evidence standard has been met, and therefore the above allegation is found to be Substantiated. This is a violation of California Code of Regulations (CCR) Title 22, Division 6, Chapter 1, Article 06, Responsibility for Providing Care and Supervision 80078(a). Please refer to attached 9909D. An exit interview was conducted, appeal rights discussed and a copy of this report was left with Shift Supervisor whose signature on this form confirms receipt.",Shift Supervisor - Ava Ballard,,11/22/2024,22,COMPLAINT_INVESTIGATION,,Carolyn Flynn,1:30 PM,3:00 PM,11/22/2024,,B,"80078 Responsibility for Providing Care and Supervision (a) The licensee shall provide care and supervision as necessary to meet the client's needs.
This requirement is not met as evidenced by:",Shift supervisor would have to increase supervision for C3. Instead of doing check ups every 15 minutes it would have to be every 10 minutes. Proof that C3 is being checked up on every 10 minutes in the form of a shift log will need to submitted by due date at 4:59 PM.,12/20/2024,80078(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JONES, BIANA",UNANNOUNCED,6,5,14-CR-20241105151543,SUBSTANTIATED,11/22/2024 14:32,Jonathan Medina,75600345,PARADISE HOME,75600345,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075600345&inx=24,LIC9099,"On 11/22/24 1:30pm, Licensing Program Analyst (LPA) Jonathan Medina made a visit to the facility to deliver complaint investigation findings for the investigation of the above allegation. LPA met with Shift Supervisor and informed of the purpose of the visit. Based on record review and confidential interviews obtained, LPA found that the facility did not ensure residents were adequately supervised to prevent inappropriate interactions. The preponderance of evidence standard has been met, and therefore the above allegation is found to be Substantiated. This is a violation of California Code of Regulations (CCR) Title 22, Division 6, Chapter 1, Article 06, Responsibility for Providing Care and Supervision 80078(a). LPA is not issuing a citation at this time because the Facility has been cited regarding this issue recently and needs adequate time to correct the deficiency. An exit interview was conducted, appeal rights discussed, and a copy of this report was left with Shift Supervisor whose signature on this form confirms receipt.",Shift Supervisor - Ava Ballard,,11/22/2024,24,COMPLAINT_INVESTIGATION,,Carolyn Flynn,1:30 PM,3:00 PM,11/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEPHANIE PIRING,UNANNOUNCED,6,,23-CR-20200505162350,SUBSTANTIATED,11/10/2020 9:04,Marla Horne,347005962,PARADISE OAKS - HICKORY,347005962,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=347005962&inx=0,LIC9099,"Licensing Program Analyst (LPA) Marla Horne spoke with Laynee Kuhn on 11-9-20 at 10:33 a.m.to deliver the finding of the above allegation. During this investigation some copies of documents obtained from the agency include an initial needs and services plan and progress notes. The reporting party was interviewed on 5-12-20, the facility social worker was interviewed on 7-29-20 and the youth was interviewed on 8-11-20 (see LIC811 Confidential Names List dated 5-11-20). It was alleged that the facility staff did not follow childâ€™s needs and services plan by not providing weekly therapy sessions with the facility social worker. According to documents between the time period of 8-5-19 to 6-5-20, the youth refused to meet with the facility social worker six times. On 3-24-20, the facility social worker attempted to contact the youth but did not get a response. On 2-25-20 it was decided that the youth would start having bi-weekly therapy sessions. According to the youth, one or two therapy sessions were held at the facility with the facility social worker. Documents indicate that some sessions took place in the community. The facility social worker was on modified duty from 8-16-19 until 9-6-19 but it is not documented if anyone else provided therapy for the youth. There is not any documentation of therapy for the month of September 2019. The initial needs and services plan dated 8-5-19 was provided to this LPA from the agency. The needs and services plan should be updated every thirty days. The agency was unable to provide an updated needs and services. Based on the information gathered during this investigation the allegation is substantiated. Facility cited for violation of Title 22, Interim Licensing Standards version 3.1 regulation 87068.3(a) Modifications to the Needs and Services Plan. Exit interview conducted and a copy of this report, appeal rights and LIC811 were sent via email to Laynee Kuhn, Executive Director.","Laynee Kuhn, Executive Director",,11/9/2020,0,COMPLAINT_INVESTIGATION,,Jodean Greene,10:33 AM,10:40 AM,11/9/2020,,B,"87068.3(a) Modifications to the Needs and Services Plan. The needs and services plan shall be updated at least every 30 days...
this requirement was not met as evidenced by:",Executive Director stated that all areas of the N&S plan will be addressed on a 30 day basis. Paradise Oaks Youth Services has already put in place a facility social worker will be reassigned to provide therapy for a client if the regular facility social worker is out on leave for any reason. POYS will develop a procedure to update the N&S plan monthly and/or when services are modified. Executive Director will send procedures and amendment to their Program Statement to LPA Horne on or prior to 12-9-20.,12/9/2020,3(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARLA IZZARELLI,UNANNOUNCED,6,5,23-CR-20211228110506,SUBSTANTIATED,3/24/2022 1:18,Chad Cabigon,347005962,PARADISE OAKS - HICKORY,347005962,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=347005962&inx=9,LIC9099,"On 03/23/2022, at approximately 11 AM, Licensing Program Analyst (LPA) Chad Cabigon conducted an unannounced inspection at this facility to deliver the findings of the complaint investigation. LPA met Carla Izzarelli, Administrator, with whom the report was discussed. Investigator Chris Krogstad of Community Care Licensing's (CCL) Investigations Branch (IB) conducted the investigation which was opened on 01/05/2022. Interviews were conducted with facility staff, administration, and clients; also done was a review of relevant documentation, including medical records. (CONTINUED ON NEXT PAGE, 9099-C)",Carla Izzarelli,,3/23/2022,9,COMPLAINT_INVESTIGATION,,Rosa Rodriguez,11:00 AM,12:00 PM,3/23/2022,,A,"Personal Rights: ""The licensee shall ensure that each childâ€¦is accorded the personal right...to access and receive medicalâ€¦servicesâ€¦with reasonable promptness..."" WIC 16001.9(a)(22)(A). This requirement was not met as evidenced by:",Administrator to formalize re-training of all direct-care staff to reinforce proper protocol regarding how to better assess a client's condition and distinguish between 'unresponsive' and 'ignoring' and when to seek medical attention. Documentation due by 4/29/2022.,4/29/2022,87072(c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
